CONTACTOR COIL CHINT,0,0,0,0,0,0,
"CLIPSAL - FTNGS
CLI 13AMPS SOCKET PC",9,220,1980,250,30,2250,
CLI 13AMPS T/SOCKET PC,0,0,0,600,600,0,
CLI 15AMPS SOCKET PC,0,0,0,500,500,0,
CLI 1G2W PC,0,0,0,170,170,0,
CLI 2G2W PC,0,0,0,300,300,0,
CLI 3G2W PC,0,0,0,400,400,0,
CLI 4G2W PC,0,0,0,600,600,0,
CLI 5G2W PC,0,0,0,750,750,0,
CLI DP SWITCH PC,0,0,0,520,520,0,
CLI TOP PLUG 13AMPS PC,0,0,0,350,350,0,
CLIPSAL 15AMPS TOP PLUG,0,0,0,400,400,0,
CLIPSAL BELL SWITCH,0,0,0,150,150,0,
CLIPSAL BLANK COVER,0,0,0,100,100,0,
CLIPSAL COOKER SWTCH,0,0,0,2500,2500,0,
CLIPSAL DIMMER SWITCH,0,0,0,1100,1100,0,
"COAST CABLES
1.0 PVC COAST CABLES ROLL",0,0,0,2300,2300,0,
1.5 PVC COAST CABLES ROLL,61,2565.22,155888.2,3300,734.78,200530,
1.5 SINGLE CORE TRONIC,15,3130,46950,0,-3130,0,
1.5 SINGLE HTG ROLL,67,3177,215894.8,0,-3177,0,
10.0 PVC COAST CABLES ROLL,0,23159.91,-6049.58,23000,-159.91,-12522.22,
10.0 TRONIC SINGLE ROLL,3,20799,62397,0,-20799,0,
16.0 PVC COAST CABLES ROLL,0,0,0,37000,37000,0,
2.5 PVC COAST CABLES ROLL,73,4291.7,301518.56,5700,1408.3,400330,
2.5 SINGLE HTG ROLL,49,5321,260729,0,-5321,0,
4.0 PVC COAST CABLES ROLL,16,6755.92,108246.11,9250,2494.08,148205.56,
4.0 SINGLE HTG ROLL,1,8532,8532,0,-8532,0,
6.0 PVC COAST CABLES ROLL,11,11380.65,122496.32,13500,2119.35,144900,
6.0 SINGLE HTG ROLL,0,12606,0,0,-12606,0,
AMOURED 6.0MM 4CORE ROLL,0,0,0,0,0,0,
AMOURED CABLE 10.0 3CORE ROLL,0,0,0,0,0,0,
AMOURED CABLE 10.0 4CORE ROLL,0,0,0,0,0,0,
AMOURED CABLE 16.0MM 3CORE ROLL,0,0,0,0,0,0,
